match_no,ballnumber,inningno,over,outcome,batter,bowler,comment,score
24,20,1,3.2,1,Shubman Gill,Chahal,"Chahal to Shubman Gill, 1 run",1
24,21,1,3.3,1,Hardik Pandya,Chahal,"Chahal to Hardik Pandya, 1 run",1
24,22,1,3.4,0,Shubman Gill,Chahal,"Chahal to Shubman Gill, no run",0
24,23,1,3.5,0,Shubman Gill,Chahal,"Chahal to Shubman Gill, no run",0
24,24,1,3.6,1,Shubman Gill,Chahal,"Chahal to Shubman Gill, 1 run",1
24,25,1,4.1,1,Shubman Gill,Kuldeep Sen,"Kuldeep Sen to Shubman Gill, 1 run",1
24,26,1,4.2,4,Hardik Pandya,Kuldeep Sen,"Kuldeep Sen to Hardik Pandya, Four runs",4
24,27,1,4.3,4,Hardik Pandya,Kuldeep Sen,"Kuldeep Sen to Hardik Pandya, Four runs",4
24,28,1,4.4,4,Hardik Pandya,Kuldeep Sen,"Kuldeep Sen to Hardik Pandya, Four runs",4
24,29,1,4.5,0,Hardik Pandya,Kuldeep Sen,"Kuldeep Sen to Hardik Pandya, no run",0
24,30,1,4.6,1,Hardik Pandya,Kuldeep Sen,"Kuldeep Sen to Hardik Pandya, 1 run",1
24,31,1,5.1,0,Hardik Pandya,Prasidh,"Prasidh to Hardik Pandya, no run",0
24,32,1,5.2,0,Hardik Pandya,Prasidh,"Prasidh to Hardik Pandya, no run",0
24,33,1,5.3,1,Hardik Pandya,Prasidh,"Prasidh to Hardik Pandya, 1 run",1
24,34,1,5.4,1,Shubman Gill,Prasidh,"Prasidh to Shubman Gill, 1 run",1
24,35,1,5.5,1,Hardik Pandya,Prasidh,"Prasidh to Hardik Pandya, 1 run",1
24,36,1,5.6,1nb,Shubman Gill,Prasidh,"Prasidh to Shubman Gill, 1 no ball",1
24,37,1,5.6,4,Shubman Gill,Prasidh,"Prasidh to Shubman Gill, Four runs",4
24,38,1,6.1,6,Hardik Pandya,Riyan Parag,"Riyan Parag to Hardik Pandya, Six runs",6
24,39,1,6.2,1,Hardik Pandya,Riyan Parag,"Riyan Parag to Hardik Pandya, 1 run",1
24,40,1,6.3,4,Shubman Gill,Riyan Parag,"Riyan Parag to Shubman Gill, Four runs",4
24,41,1,6.4,w,Shubman Gill,Riyan Parag,"Riyan Parag to Shubman Gill, no run Wicket - c Hetmyer b Riyan Parag batsmen",0
24,42,1,6.5,0,Abhinav Manohar,Riyan Parag,"Riyan Parag to Abhinav Manohar, no run",0
24,43,1,6.6,1,Abhinav Manohar,Riyan Parag,"Riyan Parag to Abhinav Manohar, 1 run",1
24,44,1,7.1,1,Abhinav Manohar,Neesham,"Neesham to Abhinav Manohar, 1 run",1
24,45,1,7.2,1,Hardik Pandya,Neesham,"Neesham to Hardik Pandya, 1 run",1
24,46,1,7.3,0,Abhinav Manohar,Neesham,"Neesham to Abhinav Manohar, no run",0
24,47,1,7.4,1,Abhinav Manohar,Neesham,"Neesham to Abhinav Manohar, 1 run",1
24,48,1,7.5,1,Hardik Pandya,Neesham,"Neesham to Hardik Pandya, 1 run",1
24,49,1,7.6,4,Abhinav Manohar,Neesham,"Neesham to Abhinav Manohar, Four runs",4
24,50,1,8.1,1,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, 1 run",1
24,51,1,8.2,1,Abhinav Manohar,Ashwin,"Ashwin to Abhinav Manohar, 1 run",1
24,52,1,8.3,2,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, 2 runs",2
24,53,1,8.4,1,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, 1 run",1
24,54,1,8.5,0,Abhinav Manohar,Ashwin,"Ashwin to Abhinav Manohar, no run",0
24,55,1,8.6,0,Abhinav Manohar,Ashwin,"Ashwin to Abhinav Manohar, no run",0
24,56,1,9.1,1,Hardik Pandya,Chahal,"Chahal to Hardik Pandya, 1 run",1
24,57,1,9.2,1,Abhinav Manohar,Chahal,"Chahal to Abhinav Manohar, 1 run",1
24,58,1,9.3,0,Hardik Pandya,Chahal,"Chahal to Hardik Pandya, no run",0
24,59,1,9.4,1,Hardik Pandya,Chahal,"Chahal to Hardik Pandya, 1 run",1
24,60,1,9.5,1,Abhinav Manohar,Chahal,"Chahal to Abhinav Manohar, 1 run",1
24,61,1,9.6,1,Hardik Pandya,Chahal,"Chahal to Hardik Pandya, 1 run",1
24,62,1,10.1,1,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, 1 run",1
24,63,1,10.2,0,Abhinav Manohar,Ashwin,"Ashwin to Abhinav Manohar, no run",0
24,64,1,10.3,0,Abhinav Manohar,Ashwin,"Ashwin to Abhinav Manohar, no run",0
24,65,1,10.4,4,Abhinav Manohar,Ashwin,"Ashwin to Abhinav Manohar, Four runs",4
24,66,1,10.5,1,Abhinav Manohar,Ashwin,"Ashwin to Abhinav Manohar, 1 run",1
24,67,1,10.6,0,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, no run",0
24,68,1,11.1,1,Abhinav Manohar,Neesham,"Neesham to Abhinav Manohar, 1 run",1
24,69,1,11.2,4,Hardik Pandya,Neesham,"Neesham to Hardik Pandya, Four runs",4
24,70,1,11.3,1,Hardik Pandya,Neesham,"Neesham to Hardik Pandya, 1 run",1
24,71,1,11.4,2,Abhinav Manohar,Neesham,"Neesham to Abhinav Manohar, 2 runs",2
24,72,1,11.5,1,Abhinav Manohar,Neesham,"Neesham to Abhinav Manohar, 1 run",1
24,73,1,11.6,0,Hardik Pandya,Neesham,"Neesham to Hardik Pandya, no run",0
24,74,1,12.1,4,Abhinav Manohar,Chahal,"Chahal to Abhinav Manohar, Four runs",4
24,75,1,12.2,6,Abhinav Manohar,Chahal,"Chahal to Abhinav Manohar, Six runs",6
24,76,1,12.3,1,Abhinav Manohar,Chahal,"Chahal to Abhinav Manohar, 1 run",1
24,77,1,12.4,1,Hardik Pandya,Chahal,"Chahal to Hardik Pandya, 1 run",1
24,78,1,12.5,1,Abhinav Manohar,Chahal,"Chahal to Abhinav Manohar, 1 run",1
24,79,1,12.6,1,Hardik Pandya,Chahal,"Chahal to Hardik Pandya, 1 run",1
24,80,1,13.1,4,Hardik Pandya,Kuldeep Sen,"Kuldeep Sen to Hardik Pandya, Four runs",4
24,81,1,13.2,0,Hardik Pandya,Kuldeep Sen,"Kuldeep Sen to Hardik Pandya, no run",0
24,82,1,13.3,4,Hardik Pandya,Kuldeep Sen,"Kuldeep Sen to Hardik Pandya, Four runs",4
24,83,1,13.4,0,Hardik Pandya,Kuldeep Sen,"Kuldeep Sen to Hardik Pandya, no run",0
24,84,1,13.5,1,Hardik Pandya,Kuldeep Sen,"Kuldeep Sen to Hardik Pandya, 1 run",1
24,85,1,13.6,4,Abhinav Manohar,Kuldeep Sen,"Kuldeep Sen to Abhinav Manohar, Four runs",4
24,86,1,14.1,0,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, no run",0
24,87,1,14.2,2,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, 2 runs",2
24,88,1,14.3,6,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, Six runs",6
24,89,1,14.4,6,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, Six runs",6
24,90,1,14.5,1,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, 1 run",1
24,91,1,14.6,1,Abhinav Manohar,Ashwin,"Ashwin to Abhinav Manohar, 1 run",1
24,92,1,15.1,1wd,Abhinav Manohar,Chahal,"Chahal to Abhinav Manohar, 1 wide",1
24,93,1,15.1,0,Abhinav Manohar,Chahal,"Chahal to Abhinav Manohar, no run",0
24,94,1,15.2,1,Abhinav Manohar,Chahal,"Chahal to Abhinav Manohar, 1 run",1
24,95,1,15.3,1,Hardik Pandya,Chahal,"Chahal to Hardik Pandya, 1 run",1
24,96,1,15.4,6,Abhinav Manohar,Chahal,"Chahal to Abhinav Manohar, Six runs",6
24,97,1,15.5,w,Abhinav Manohar,Chahal,"Chahal to Abhinav Manohar, no run Wicket - c Ashwin b Chahal batsmen",0
24,98,1,15.6,0,Miller,Chahal,"Chahal to Miller, no run",0
24,99,1,16.1,0,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, no run",0
24,100,1,16.2,1wd,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, 1 wide",1
24,101,1,16.2,2,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, 2 runs",2
24,102,1,16.3,0,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, no run",0
24,103,1,16.4,1,Hardik Pandya,Ashwin,"Ashwin to Hardik Pandya, 1 run",1
24,104,1,16.5,0,Miller,Ashwin,"Ashwin to Miller, no run",0
24,105,1,16.6,2,Miller,Ashwin,"Ashwin to Miller, 2 runs",2
24,106,1,17.1,4,Hardik Pandya,Prasidh,"Prasidh to Hardik Pandya, Four runs",4
24,107,1,17.2,1,Hardik Pandya,Prasidh,"Prasidh to Hardik Pandya, 1 run",1
24,108,1,17.3,0,Miller,Prasidh,"Prasidh to Miller, no run",0
24,109,1,17.4,0,Miller,Prasidh,"Prasidh to Miller, no run",0
24,110,1,17.5,4,Miller,Prasidh,"Prasidh to Miller, Four runs",4
24,111,1,17.6,4,Miller,Prasidh,"Prasidh to Miller, Four runs",4
24,112,1,18.1,1,Hardik Pandya,Kuldeep Sen,"Kuldeep Sen to Hardik Pandya, 1 run",1
24,113,1,18.2,4,Miller,Kuldeep Sen,"Kuldeep Sen to Miller, Four runs",4
24,114,1,18.3,6,Miller,Kuldeep Sen,"Kuldeep Sen to Miller, Six runs",6
24,115,1,18.4,2,Miller,Kuldeep Sen,"Kuldeep Sen to Miller, 2 runs",2
24,116,1,18.5,4,Miller,Kuldeep Sen,"Kuldeep Sen to Miller, Four runs",4
24,117,1,18.6,4,Miller,Kuldeep Sen,"Kuldeep Sen to Miller, Four runs",4
24,118,1,19.1,1wd,Hardik Pandya,Prasidh,"Prasidh to Hardik Pandya, 1 wide",1
24,119,1,19.1,0,Hardik Pandya,Prasidh,"Prasidh to Hardik Pandya, no run",0
24,120,1,19.2,6,Hardik Pandya,Prasidh,"Prasidh to Hardik Pandya, Six runs",6
24,121,1,19.3,1,Hardik Pandya,Prasidh,"Prasidh to Hardik Pandya, 1 run",1
24,122,1,19.4,0,Miller,Prasidh,"Prasidh to Miller, no run",0
24,123,1,19.5,1,Miller,Prasidh,"Prasidh to Miller, 1 run",1
24,124,1,19.6,4,Hardik Pandya,Prasidh,"Prasidh to Hardik Pandya, Four runs",4
24,1,2,0.1,0,Buttler,Shami,"Shami to Buttler, no run",0
24,2,2,0.2,4,Buttler,Shami,"Shami to Buttler, Four runs",4
24,3,2,0.3,4,Buttler,Shami,"Shami to Buttler, Four runs",4
24,4,2,0.4,4,Buttler,Shami,"Shami to Buttler, Four runs",4
24,5,2,0.5,0,Buttler,Shami,"Shami to Buttler, no run",0
24,6,2,0.6,1,Buttler,Shami,"Shami to Buttler, 1 run",1
24,7,2,1.1,4,Buttler,Yash Dayal,"Yash Dayal to Buttler, Four runs",4
24,8,2,1.2,0,Buttler,Yash Dayal,"Yash Dayal to Buttler, no run",0
24,9,2,1.3,4,Buttler,Yash Dayal,"Yash Dayal to Buttler, Four runs",4
24,10,2,1.4,6,Buttler,Yash Dayal,"Yash Dayal to Buttler, Six runs",6
24,11,2,1.5,1,Buttler,Yash Dayal,"Yash Dayal to Buttler, 1 run",1
24,12,2,1.6,w,Padikkal,Yash Dayal,"Yash Dayal to Padikkal, no run Wicket - c Shubman Gill b Yash Dayal batsmen",0
24,13,2,2.1,0,Buttler,Shami,"Shami to Buttler, no run",0
24,14,2,2.2,1,Buttler,Shami,"Shami to Buttler, 1 run",1
24,15,2,2.3,0,Ashwin,Shami,"Shami to Ashwin, no run",0
24,16,2,2.4,1,Ashwin,Shami,"Shami to Ashwin, 1 run",1
24,17,2,2.5,1,Buttler,Shami,"Shami to Buttler, 1 run",1
24,18,2,2.6,0,Ashwin,Shami,"Shami to Ashwin, no run",0
24,19,2,3.1,4,Buttler,Yash Dayal,"Yash Dayal to Buttler, Four runs",4
24,20,2,3.2,0,Buttler,Yash Dayal,"Yash Dayal to Buttler, no run",0
24,21,2,3.3,4,Buttler,Yash Dayal,"Yash Dayal to Buttler, Four runs",4
24,22,2,3.4,6,Buttler,Yash Dayal,"Yash Dayal to Buttler, Six runs",6
24,23,2,3.5,0,Buttler,Yash Dayal,"Yash Dayal to Buttler, no run",0
24,24,2,3.6,4,Buttler,Yash Dayal,"Yash Dayal to Buttler, Four runs",4
24,25,2,4.1,0,Ashwin,Rashid Khan,"Rashid Khan to Ashwin, no run",0
24,26,2,4.2,6,Ashwin,Rashid Khan,"Rashid Khan to Ashwin, Six runs",6
24,27,2,4.3,0,Ashwin,Rashid Khan,"Rashid Khan to Ashwin, no run",0
24,28,2,4.4,1,Ashwin,Rashid Khan,"Rashid Khan to Ashwin, 1 run",1
24,29,2,4.5,0,Buttler,Rashid Khan,"Rashid Khan to Buttler, no run",0
24,30,2,4.6,0,Buttler,Rashid Khan,"Rashid Khan to Buttler, no run",0
24,31,2,5.1,w,Ashwin,Ferguson,"Ferguson to Ashwin, no run Wicket - c Miller b Ferguson batsmen",0
24,32,2,5.2,0,Samson,Ferguson,"Ferguson to Samson, no run",0
24,33,2,5.3,2,Samson,Ferguson,"Ferguson to Samson, 2 runs",2
24,34,2,5.4,1,Samson,Ferguson,"Ferguson to Samson, 1 run",1
24,35,2,5.5,6,Buttler,Ferguson,"Ferguson to Buttler, Six runs",6
24,36,2,5.6,w,Buttler,Ferguson,"Ferguson to Buttler, no run Wicket - b Ferguson batsmen",0
24,37,2,6.1,1,Samson,Rahul Tewatia,"Rahul Tewatia to Samson, 1 run",1
24,38,2,6.2,1,van der Dussen,Rahul Tewatia,"Rahul Tewatia to van der Dussen, 1 run",1
24,39,2,6.3,6,Samson,Rahul Tewatia,"Rahul Tewatia to Samson, Six runs",6
24,40,2,6.4,0,Samson,Rahul Tewatia,"Rahul Tewatia to Samson, no run",0
24,41,2,6.5,0,Samson,Rahul Tewatia,"Rahul Tewatia to Samson, no run",0
24,42,2,6.6,1,Samson,Rahul Tewatia,"Rahul Tewatia to Samson, 1 run",1
24,43,2,7.1,0,Samson,Ferguson,"Ferguson to Samson, no run",0
24,44,2,7.2,0,Samson,Ferguson,"Ferguson to Samson, no run",0
24,45,2,7.3,w,Samson,Ferguson,"Ferguson to Samson, no run Wicket - c Hardik Pandya b Ferguson batsmen",0
24,46,2,7.4,0,van der Dussen,Ferguson,"Ferguson to van der Dussen, no run",0
24,47,2,7.5,1,van der Dussen,Ferguson,"Ferguson to van der Dussen, 1 run",1
24,48,2,7.6,1,Hetmyer,Ferguson,"Ferguson to Hetmyer, 1 run",1
24,49,2,8.1,0,Hetmyer,Rashid Khan,"Rashid Khan to Hetmyer, no run",0
24,50,2,8.2,3,Hetmyer,Rashid Khan,"Rashid Khan to Hetmyer, 3 runs",3
24,51,2,8.3,0,van der Dussen,Rashid Khan,"Rashid Khan to van der Dussen, no run",0
24,52,2,8.4,1lb,van der Dussen,Rashid Khan,"Rashid Khan to van der Dussen, 1 leg bye",1
24,53,2,8.5,2,Hetmyer,Rashid Khan,"Rashid Khan to Hetmyer, 2 runs",2
24,54,2,8.6,0,Hetmyer,Rashid Khan,"Rashid Khan to Hetmyer, no run",0
24,55,2,9.1,1,van der Dussen,Hardik Pandya,"Hardik Pandya to van der Dussen, 1 run",1
24,56,2,9.2,0,Hetmyer,Hardik Pandya,"Hardik Pandya to Hetmyer, no run",0
24,57,2,9.3,1,Hetmyer,Hardik Pandya,"Hardik Pandya to Hetmyer, 1 run",1
24,58,2,9.4,1wd,van der Dussen,Hardik Pandya,"Hardik Pandya to van der Dussen, 1 wide",1
24,59,2,9.4,1,van der Dussen,Hardik Pandya,"Hardik Pandya to van der Dussen, 1 run",1
24,60,2,9.5,1,Hetmyer,Hardik Pandya,"Hardik Pandya to Hetmyer, 1 run",1
24,61,2,9.6,2,van der Dussen,Hardik Pandya,"Hardik Pandya to van der Dussen, 2 runs",2
24,62,2,10.1,1,Hetmyer,Yash Dayal,"Yash Dayal to Hetmyer, 1 run",1
24,63,2,10.2,0,van der Dussen,Yash Dayal,"Yash Dayal to van der Dussen, no run",0
24,64,2,10.3,w,van der Dussen,Yash Dayal,"Yash Dayal to van der Dussen, no run Wicket - c Wade b Yash Dayal batsmen",0
24,65,2,10.4,4,Riyan Parag,Yash Dayal,"Yash Dayal to Riyan Parag, Four runs",4
24,66,2,10.5,0,Riyan Parag,Yash Dayal,"Yash Dayal to Riyan Parag, no run",0
24,67,2,10.6,0,Riyan Parag,Yash Dayal,"Yash Dayal to Riyan Parag, no run",0
24,68,2,11.1,1,Hetmyer,Hardik Pandya,"Hardik Pandya to Hetmyer, 1 run",1
24,69,2,11.2,0,Riyan Parag,Hardik Pandya,"Hardik Pandya to Riyan Parag, no run",0
24,70,2,11.3,0,Riyan Parag,Hardik Pandya,"Hardik Pandya to Riyan Parag, no run",0
24,71,2,11.4,1,Riyan Parag,Hardik Pandya,"Hardik Pandya to Riyan Parag, 1 run",1
24,72,2,11.5,4,Hetmyer,Hardik Pandya,"Hardik Pandya to Hetmyer, Four runs",4
24,73,2,11.6,1wd,Hetmyer,Hardik Pandya,"Hardik Pandya to Hetmyer, 1 wide",1
24,74,2,11.6,1,Hetmyer,Hardik Pandya,"Hardik Pandya to Hetmyer, 1 run",1
24,75,2,12.1,2,Hetmyer,Shami,"Shami to Hetmyer, 2 runs",2
24,76,2,12.2,6,Hetmyer,Shami,"Shami to Hetmyer, Six runs",6
24,77,2,12.3,4,Hetmyer,Shami,"Shami to Hetmyer, Four runs",4
24,78,2,12.4,2,Hetmyer,Shami,"Shami to Hetmyer, 2 runs",2
24,79,2,12.5,w,Hetmyer,Shami,"Shami to Hetmyer, no run Wicket - c Rahul Tewatia b Shami batsmen",0
24,80,2,12.6,1,Neesham,Shami,"Shami to Neesham, 1 run",1
24,81,2,13.1,0,Neesham,Rashid Khan,"Rashid Khan to Neesham, no run",0
24,82,2,13.2,1,Neesham,Rashid Khan,"Rashid Khan to Neesham, 1 run",1
24,83,2,13.3,1,Riyan Parag,Rashid Khan,"Rashid Khan to Riyan Parag, 1 run",1
24,84,2,13.4,1,Neesham,Rashid Khan,"Rashid Khan to Neesham, 1 run",1
24,85,2,13.5,1,Riyan Parag,Rashid Khan,"Rashid Khan to Riyan Parag, 1 run",1
24,86,2,13.6,1,Neesham,Rashid Khan,"Rashid Khan to Neesham, 1 run",1
24,87,2,14.1,1,Neesham,Shami,"Shami to Neesham, 1 run",1
24,88,2,14.2,2,Riyan Parag,Shami,"Shami to Riyan Parag, 2 runs",2
24,89,2,14.3,1,Riyan Parag,Shami,"Shami to Riyan Parag, 1 run",1
24,90,2,14.4,1,Neesham,Shami,"Shami to Neesham, 1 run",1
24,91,2,14.5,1,Riyan Parag,Shami,"Shami to Riyan Parag, 1 run",1
24,92,2,14.6,2,Neesham,Shami,"Shami to Neesham, 2 runs",2
24,93,2,15.1,6,Riyan Parag,Ferguson,"Ferguson to Riyan Parag, Six runs",6
24,94,2,15.2,0,Riyan Parag,Ferguson,"Ferguson to Riyan Parag, no run",0
24,95,2,15.3,1,Riyan Parag,Ferguson,"Ferguson to Riyan Parag, 1 run",1
24,96,2,15.4,1,Neesham,Ferguson,"Ferguson to Neesham, 1 run",1
24,97,2,15.5,0,Riyan Parag,Ferguson,"Ferguson to Riyan Parag, no run",0
24,98,2,15.6,w,Riyan Parag,Ferguson,"Ferguson to Riyan Parag, no run Wicket - c Shubman Gill b Ferguson batsmen",0
24,99,2,16.1,0,Neesham,Rashid Khan,"Rashid Khan to Neesham, no run",0
24,100,2,16.2,1,Neesham,Rashid Khan,"Rashid Khan to Neesham, 1 run",1
24,101,2,16.3,0,Prasidh,Rashid Khan,"Rashid Khan to Prasidh, no run",0
24,102,2,16.4,1,Prasidh,Rashid Khan,"Rashid Khan to Prasidh, 1 run",1
24,103,2,16.5,4,Neesham,Rashid Khan,"Rashid Khan to Neesham, Four runs",4
24,104,2,16.6,1,Neesham,Rashid Khan,"Rashid Khan to Neesham, 1 run",1
24,105,2,17.1,2,Neesham,Hardik Pandya,"Hardik Pandya to Neesham, 2 runs",2
24,106,2,17.2,w,Neesham,Hardik Pandya,"Hardik Pandya to Neesham, no run Wicket - c Hardik Pandya b Hardik Pandya batsmen",0
24,107,2,17.3,1,Chahal,Hardik Pandya,"Hardik Pandya to Chahal, 1 run",1
24,108,2,17.4,0,Prasidh,Shankar,"Shankar to Prasidh, no run",0
24,109,2,17.5,1,Prasidh,Shankar,"Shankar to Prasidh, 1 run",1
24,110,2,17.6,0,Chahal,Shankar,"Shankar to Chahal, no run",0
24,111,2,18.1,1,Prasidh,Ferguson,"Ferguson to Prasidh, 1 run",1
24,112,2,18.2,0,Chahal,Ferguson,"Ferguson to Chahal, no run",0
24,113,2,18.3,1,Chahal,Ferguson,"Ferguson to Chahal, 1 run",1
24,114,2,18.4,0,Prasidh,Ferguson,"Ferguson to Prasidh, no run",0
24,115,2,18.5,1,Prasidh,Ferguson,"Ferguson to Prasidh, 1 run",1
24,116,2,18.6,1,Chahal,Ferguson,"Ferguson to Chahal, 1 run",1
24,117,2,19.1,0,Chahal,Yash Dayal,"Yash Dayal to Chahal, no run",0
24,118,2,19.2,2,Chahal,Yash Dayal,"Yash Dayal to Chahal, 2 runs",2
24,119,2,19.3,w,Chahal,Yash Dayal,"Yash Dayal to Chahal, no run Wicket - c Shankar b Yash Dayal batsmen",0
24,120,2,19.4,0,Kuldeep Sen,Yash Dayal,"Yash Dayal to Kuldeep Sen, no run",0
24,121,2,19.5,0,Kuldeep Sen,Yash Dayal,"Yash Dayal to Kuldeep Sen, no run",0
24,122,2,19.6,0,Kuldeep Sen,Yash Dayal,"Yash Dayal to Kuldeep Sen, no run",0
25,1,1,0.1,1,Venkatesh Iyer,Bhuvneshwar,"Bhuvneshwar to Venkatesh Iyer, 1 run",1
25,2,1,0.2,1,Finch,Bhuvneshwar,"Bhuvneshwar to Finch, 1 run",1
25,3,1,0.3,1b,Venkatesh Iyer,Bhuvneshwar,"Bhuvneshwar to Venkatesh Iyer, 1 byes",1
25,4,1,0.4,0,Finch,Bhuvneshwar,"Bhuvneshwar to Finch, no run",0
25,5,1,0.5,6,Finch,Bhuvneshwar,"Bhuvneshwar to Finch, Six runs",6
25,6,1,0.6,0,Finch,Bhuvneshwar,"Bhuvneshwar to Finch, no run",0
25,7,1,1.1,1wd,Venkatesh Iyer,Marco Jansen,"Marco Jansen to Venkatesh Iyer, 1 wide",1
25,8,1,1.1,1,Venkatesh Iyer,Marco Jansen,"Marco Jansen to Venkatesh Iyer, 1 run",1
25,9,1,1.2,w,Finch,Marco Jansen,"Marco Jansen to Finch, no run Wicket - c Pooran b Marco Jansen batsmen",0
25,10,1,1.3,1,Shreyas Iyer,Marco Jansen,"Marco Jansen to Shreyas Iyer, 1 run",1
25,11,1,1.4,0,Venkatesh Iyer,Marco Jansen,"Marco Jansen to Venkatesh Iyer, no run",0
25,12,1,1.5,0,Venkatesh Iyer,Marco Jansen,"Marco Jansen to Venkatesh Iyer, no run",0
25,13,1,1.6,0,Venkatesh Iyer,Marco Jansen,"Marco Jansen to Venkatesh Iyer, no run",0
25,14,1,2.1,3,Shreyas Iyer,Bhuvneshwar,"Bhuvneshwar to Shreyas Iyer, 3 runs",3
25,15,1,2.2,4,Venkatesh Iyer,Bhuvneshwar,"Bhuvneshwar to Venkatesh Iyer, Four runs",4
25,16,1,2.3,0,Venkatesh Iyer,Bhuvneshwar,"Bhuvneshwar to Venkatesh Iyer, no run",0
25,17,1,2.4,0,Venkatesh Iyer,Bhuvneshwar,"Bhuvneshwar to Venkatesh Iyer, no run",0
25,18,1,2.5,0,Venkatesh Iyer,Bhuvneshwar,"Bhuvneshwar to Venkatesh Iyer, no run",0
25,19,1,2.6,0,Venkatesh Iyer,Bhuvneshwar,"Bhuvneshwar to Venkatesh Iyer, no run",0
25,20,1,3.1,0,Shreyas Iyer,Marco Jansen,"Marco Jansen to Shreyas Iyer, no run",0
25,21,1,3.2,4,Shreyas Iyer,Marco Jansen,"Marco Jansen to Shreyas Iyer, Four runs",4
25,22,1,3.3,0,Shreyas Iyer,Marco Jansen,"Marco Jansen to Shreyas Iyer, no run",0
25,23,1,3.4,1,Shreyas Iyer,Marco Jansen,"Marco Jansen to Shreyas Iyer, 1 run",1
25,24,1,3.5,1b,Venkatesh Iyer,Marco Jansen,"Marco Jansen to Venkatesh Iyer, 1 byes",1
25,25,1,3.6,0,Shreyas Iyer,Marco Jansen,"Marco Jansen to Shreyas Iyer, no run",0
25,26,1,4.1,w,Venkatesh Iyer,T Natarajan,"T Natarajan to Venkatesh Iyer, no run Wicket - b T Natarajan batsmen",0
25,27,1,4.2,6,Narine,T Natarajan,"T Natarajan to Narine, Six runs",6
25,28,1,4.3,w,Narine,T Natarajan,"T Natarajan to Narine, no run Wicket - c Shashank Singh b T Natarajan batsmen",0
25,29,1,4.4,0,Nitish Rana,T Natarajan,"T Natarajan to Nitish Rana, no run",0
25,30,1,4.5,0,Nitish Rana,T Natarajan,"T Natarajan to Nitish Rana, no run",0
25,31,1,4.6,0,Nitish Rana,T Natarajan,"T Natarajan to Nitish Rana, no run",0
25,32,1,5.1,0,Shreyas Iyer,Marco Jansen,"Marco Jansen to Shreyas Iyer, no run",0
25,33,1,5.2,4,Shreyas Iyer,Marco Jansen,"Marco Jansen to Shreyas Iyer, Four runs",4
25,34,1,5.3,2,Shreyas Iyer,Marco Jansen,"Marco Jansen to Shreyas Iyer, 2 runs",2
25,35,1,5.4,0,Shreyas Iyer,Marco Jansen,"Marco Jansen to Shreyas Iyer, no run",0
25,36,1,5.5,1,Shreyas Iyer,Marco Jansen,"Marco Jansen to Shreyas Iyer, 1 run",1
25,37,1,5.6,0,Nitish Rana,Marco Jansen,"Marco Jansen to Nitish Rana, no run",0
25,38,1,6.1,2,Shreyas Iyer,Umran Malik,"Umran Malik to Shreyas Iyer, 2 runs",2
25,39,1,6.2,0,Shreyas Iyer,Umran Malik,"Umran Malik to Shreyas Iyer, no run",0
25,40,1,6.3,0,Shreyas Iyer,Umran Malik,"Umran Malik to Shreyas Iyer, no run",0
25,41,1,6.4,2,Shreyas Iyer,Umran Malik,"Umran Malik to Shreyas Iyer, 2 runs",2
25,42,1,6.5,1lb,Shreyas Iyer,Umran Malik,"Umran Malik to Shreyas Iyer, 1 leg bye",1
25,43,1,6.6,4,Nitish Rana,Umran Malik,"Umran Malik to Nitish Rana, Four runs",4
25,44,1,7.1,1,Shreyas Iyer,Shashank Singh,"Shashank Singh to Shreyas Iyer, 1 run",1
25,45,1,7.2,0,Nitish Rana,Shashank Singh,"Shashank Singh to Nitish Rana, no run",0
25,46,1,7.3,4,Nitish Rana,Shashank Singh,"Shashank Singh to Nitish Rana, Four runs",4
25,47,1,7.4,1,Nitish Rana,Shashank Singh,"Shashank Singh to Nitish Rana, 1 run",1
25,48,1,7.5,1,Shreyas Iyer,Shashank Singh,"Shashank Singh to Shreyas Iyer, 1 run",1
25,49,1,7.6,1wd,Nitish Rana,Shashank Singh,"Shashank Singh to Nitish Rana, 1 wide",1
25,50,1,7.6,2,Nitish Rana,Shashank Singh,"Shashank Singh to Nitish Rana, 2 runs",2
25,51,1,8.1,4,Shreyas Iyer,J Suchith,"J Suchith to Shreyas Iyer, Four runs",4
25,52,1,8.2,1,Shreyas Iyer,J Suchith,"J Suchith to Shreyas Iyer, 1 run",1
25,53,1,8.3,0,Nitish Rana,J Suchith,"J Suchith to Nitish Rana, no run",0
25,54,1,8.4,0,Nitish Rana,J Suchith,"J Suchith to Nitish Rana, no run",0
