match_no,ballnumber,inningno,over,outcome,batter,bowler,comment,score
1,1,1,0.1,1nb,Gaikwad,Umesh Yadav,"Umesh Yadav to Gaikwad, 1 no ball",1
1,2,1,0.1,0,Gaikwad,Umesh Yadav,"Umesh Yadav to Gaikwad, no run",0
1,3,1,0.2,1wd,Gaikwad,Umesh Yadav,"Umesh Yadav to Gaikwad, 1 wide",1
1,4,1,0.2,0,Gaikwad,Umesh Yadav,"Umesh Yadav to Gaikwad, no run",0
1,5,1,0.3,w,Gaikwad,Umesh Yadav,"Umesh Yadav to Gaikwad, no run Wicket - c Nitish Rana b Umesh Yadav batsmen",0
1,6,1,0.4,1wd,Uthappa,Umesh Yadav,"Umesh Yadav to Uthappa, 1 wide",1
1,7,1,0.4,0,Uthappa,Umesh Yadav,"Umesh Yadav to Uthappa, no run",0
1,8,1,0.5,0,Uthappa,Umesh Yadav,"Umesh Yadav to Uthappa, no run",0
1,9,1,0.6,0,Uthappa,Umesh Yadav,"Umesh Yadav to Uthappa, no run",0
1,10,1,1.1,0,Conway,Shivam Mavi,"Shivam Mavi to Conway, no run",0
1,11,1,1.2,0,Conway,Shivam Mavi,"Shivam Mavi to Conway, no run",0
1,12,1,1.3,1,Conway,Shivam Mavi,"Shivam Mavi to Conway, 1 run",1
1,13,1,1.4,4,Uthappa,Shivam Mavi,"Shivam Mavi to Uthappa, Four runs",4
1,14,1,1.5,0,Uthappa,Shivam Mavi,"Shivam Mavi to Uthappa, no run",0
1,15,1,1.6,0,Uthappa,Shivam Mavi,"Shivam Mavi to Uthappa, no run",0
1,16,1,2.1,1,Conway,Umesh Yadav,"Umesh Yadav to Conway, 1 run",1
1,17,1,2.2,6,Uthappa,Umesh Yadav,"Umesh Yadav to Uthappa, Six runs",6
1,18,1,2.3,0,Uthappa,Umesh Yadav,"Umesh Yadav to Uthappa, no run",0
1,19,1,2.4,0,Uthappa,Umesh Yadav,"Umesh Yadav to Uthappa, no run",0
1,20,1,2.5,1,Uthappa,Umesh Yadav,"Umesh Yadav to Uthappa, 1 run",1
1,21,1,2.6,0,Conway,Umesh Yadav,"Umesh Yadav to Conway, no run",0
1,22,1,3.1,1,Uthappa,Shivam Mavi,"Shivam Mavi to Uthappa, 1 run",1
1,23,1,3.2,0,Conway,Shivam Mavi,"Shivam Mavi to Conway, no run",0
1,24,1,3.3,1,Conway,Shivam Mavi,"Shivam Mavi to Conway, 1 run",1
1,25,1,3.4,6,Uthappa,Shivam Mavi,"Shivam Mavi to Uthappa, Six runs",6
1,26,1,3.5,0,Uthappa,Shivam Mavi,"Shivam Mavi to Uthappa, no run",0
1,27,1,3.6,4,Uthappa,Shivam Mavi,"Shivam Mavi to Uthappa, Four runs",4
1,28,1,4.1,w,Conway,Umesh Yadav,"Umesh Yadav to Conway, no run Wicket - c Shreyas Iyer b Umesh Yadav batsmen",0
1,29,1,4.2,0,Rayudu,Umesh Yadav,"Umesh Yadav to Rayudu, no run",0
1,30,1,4.3,0,Rayudu,Umesh Yadav,"Umesh Yadav to Rayudu, no run",0
1,31,1,4.4,0,Rayudu,Umesh Yadav,"Umesh Yadav to Rayudu, no run",0
1,32,1,4.5,1,Rayudu,Umesh Yadav,"Umesh Yadav to Rayudu, 1 run",1
1,33,1,4.6,0,Uthappa,Umesh Yadav,"Umesh Yadav to Uthappa, no run",0
1,34,1,5.1,1,Rayudu,Chakaravarthy,"Chakaravarthy to Rayudu, 1 run",1
1,35,1,5.2,1,Uthappa,Chakaravarthy,"Chakaravarthy to Uthappa, 1 run",1
1,36,1,5.3,0,Rayudu,Chakaravarthy,"Chakaravarthy to Rayudu, no run",0
1,37,1,5.4,0,Rayudu,Chakaravarthy,"Chakaravarthy to Rayudu, no run",0
1,38,1,5.5,4,Rayudu,Chakaravarthy,"Chakaravarthy to Rayudu, Four runs",4
1,39,1,5.6,0,Rayudu,Chakaravarthy,"Chakaravarthy to Rayudu, no run",0
1,40,1,6.1,1,Uthappa,Narine,"Narine to Uthappa, 1 run",1
1,41,1,6.2,1,Rayudu,Narine,"Narine to Rayudu, 1 run",1
1,42,1,6.3,2,Uthappa,Narine,"Narine to Uthappa, 2 runs",2
1,43,1,6.4,0,Uthappa,Narine,"Narine to Uthappa, no run",0
1,44,1,6.5,1,Uthappa,Narine,"Narine to Uthappa, 1 run",1
1,45,1,6.6,0,Rayudu,Narine,"Narine to Rayudu, no run",0
1,46,1,7.1,1,Uthappa,Chakaravarthy,"Chakaravarthy to Uthappa, 1 run",1
1,47,1,7.2,0,Rayudu,Chakaravarthy,"Chakaravarthy to Rayudu, no run",0
1,48,1,7.3,6,Rayudu,Chakaravarthy,"Chakaravarthy to Rayudu, Six runs",6
1,49,1,7.4,0,Rayudu,Chakaravarthy,"Chakaravarthy to Rayudu, no run",0
1,50,1,7.5,1,Rayudu,Chakaravarthy,"Chakaravarthy to Rayudu, 1 run",1
1,51,1,7.6,1,Jadeja,Chakaravarthy,"Chakaravarthy to Jadeja, 1 run",1
1,52,1,7.6,w,Uthappa,Chakaravarthy,"Chakaravarthy to Uthappa, 1 run Wicket - c Jackson b Chakaravarthy batsmen",1
1,53,1,8.1,1,Jadeja,Narine,"Narine to Jadeja, 1 run",1
1,54,1,8.2,0,Rayudu,Narine,"Narine to Rayudu, no run",0
1,55,1,8.3,1,Rayudu,Narine,"Narine to Rayudu, 1 run",1
1,56,1,8.4,w,Jadeja,Narine,"Narine to Jadeja, no run Wicket - c Shreyas Iyer/Narine b Narine batsmen",0
1,57,1,8.5,1,Jadeja,Narine,"Narine to Jadeja, 1 run",1
1,58,1,8.6,0,Shivam Dube,Narine,"Narine to Shivam Dube, no run",0
1,59,1,9.1,2,Jadeja,Chakaravarthy,"Chakaravarthy to Jadeja, 2 runs",2
1,60,1,9.2,1,Jadeja,Chakaravarthy,"Chakaravarthy to Jadeja, 1 run",1
1,61,1,9.3,0,Shivam Dube,Chakaravarthy,"Chakaravarthy to Shivam Dube, no run",0
1,62,1,9.4,1,Shivam Dube,Chakaravarthy,"Chakaravarthy to Shivam Dube, 1 run",1
1,63,1,9.5,0,Jadeja,Chakaravarthy,"Chakaravarthy to Jadeja, no run",0
1,64,1,9.6,0,Jadeja,Chakaravarthy,"Chakaravarthy to Jadeja, no run",0
1,65,1,10.1,1,Shivam Dube,Russell,"Russell to Shivam Dube, 1 run",1
1,66,1,10.2,1,Jadeja,Russell,"Russell to Jadeja, 1 run",1
1,67,1,10.3,1,Shivam Dube,Russell,"Russell to Shivam Dube, 1 run",1
1,68,1,10.4,1,Jadeja,Russell,"Russell to Jadeja, 1 run",1
1,69,1,10.5,w,Shivam Dube,Russell,"Russell to Shivam Dube, no run Wicket - c Narine b Russell batsmen",0
1,70,1,10.6,0,Dhoni,Russell,"Russell to Dhoni, no run",0
1,71,1,11.1,1,Jadeja,Chakaravarthy,"Chakaravarthy to Jadeja, 1 run",1
1,72,1,11.2,0,Dhoni,Chakaravarthy,"Chakaravarthy to Dhoni, no run",0
1,73,1,11.3,0,Dhoni,Chakaravarthy,"Chakaravarthy to Dhoni, no run",0
1,74,1,11.4,1,Dhoni,Chakaravarthy,"Chakaravarthy to Dhoni, 1 run",1
1,75,1,11.5,1,Jadeja,Chakaravarthy,"Chakaravarthy to Jadeja, 1 run",1
1,76,1,11.6,0,Dhoni,Chakaravarthy,"Chakaravarthy to Dhoni, no run",0
1,77,1,12.1,0,Jadeja,Russell,"Russell to Jadeja, no run",0
1,78,1,12.2,1,Jadeja,Russell,"Russell to Jadeja, 1 run",1
1,79,1,12.3,0,Dhoni,Russell,"Russell to Dhoni, no run",0
1,80,1,12.4,0,Dhoni,Russell,"Russell to Dhoni, no run",0
1,81,1,12.5,1,Dhoni,Russell,"Russell to Dhoni, 1 run",1
1,82,1,12.6,0,Jadeja,Russell,"Russell to Jadeja, no run",0
1,83,1,13.1,0,Dhoni,Shivam Mavi,"Shivam Mavi to Dhoni, no run",0
1,84,1,13.2,0,Dhoni,Shivam Mavi,"Shivam Mavi to Dhoni, no run",0
1,85,1,13.3,2,Dhoni,Shivam Mavi,"Shivam Mavi to Dhoni, 2 runs",2
1,86,1,13.4,0,Dhoni,Shivam Mavi,"Shivam Mavi to Dhoni, no run",0
1,87,1,13.5,1,Dhoni,Shivam Mavi,"Shivam Mavi to Dhoni, 1 run",1
1,88,1,13.6,0,Jadeja,Shivam Mavi,"Shivam Mavi to Jadeja, no run",0
1,89,1,14.1,0,Dhoni,Narine,"Narine to Dhoni, no run",0
1,90,1,14.2,1,Dhoni,Narine,"Narine to Dhoni, 1 run",1
1,91,1,14.3,1,Jadeja,Narine,"Narine to Jadeja, 1 run",1
1,92,1,14.4,0,Dhoni,Narine,"Narine to Dhoni, no run",0
1,93,1,14.5,1,Dhoni,Narine,"Narine to Dhoni, 1 run",1
1,94,1,14.6,1,Jadeja,Narine,"Narine to Jadeja, 1 run",1
1,95,1,15.1,1,Jadeja,Umesh Yadav,"Umesh Yadav to Jadeja, 1 run",1
1,96,1,15.2,0,Dhoni,Umesh Yadav,"Umesh Yadav to Dhoni, no run",0
1,97,1,15.3,4,Dhoni,Umesh Yadav,"Umesh Yadav to Dhoni, Four runs",4
1,98,1,15.4,1,Dhoni,Umesh Yadav,"Umesh Yadav to Dhoni, 1 run",1
1,99,1,15.5,1,Jadeja,Umesh Yadav,"Umesh Yadav to Jadeja, 1 run",1
1,100,1,15.6,1,Dhoni,Umesh Yadav,"Umesh Yadav to Dhoni, 1 run",1
1,101,1,16.1,0,Dhoni,Narine,"Narine to Dhoni, no run",0
1,102,1,16.2,1,Dhoni,Narine,"Narine to Dhoni, 1 run",1
1,103,1,16.3,1,Jadeja,Narine,"Narine to Jadeja, 1 run",1
1,104,1,16.4,0,Dhoni,Narine,"Narine to Dhoni, no run",0
1,105,1,16.5,1,Dhoni,Narine,"Narine to Dhoni, 1 run",1
1,106,1,16.6,0,Jadeja,Narine,"Narine to Jadeja, no run",0
1,107,1,17.1,4,Dhoni,Russell,"Russell to Dhoni, Four runs",4
1,108,1,17.2,1,Dhoni,Russell,"Russell to Dhoni, 1 run",1
1,109,1,17.3,1,Jadeja,Russell,"Russell to Jadeja, 1 run",1
1,110,1,17.4,4,Dhoni,Russell,"Russell to Dhoni, Four runs",4
1,111,1,17.5,0,Dhoni,Russell,"Russell to Dhoni, no run",0
1,112,1,17.6,4,Dhoni,Russell,"Russell to Dhoni, Four runs",4
1,113,1,18.1,0,Jadeja,Shivam Mavi,"Shivam Mavi to Jadeja, no run",0
1,114,1,18.2,1,Jadeja,Shivam Mavi,"Shivam Mavi to Jadeja, 1 run",1
1,115,1,18.3,1,Dhoni,Shivam Mavi,"Shivam Mavi to Dhoni, 1 run",1
1,116,1,18.4,1wd,Jadeja,Shivam Mavi,"Shivam Mavi to Jadeja, 1 wide",1
1,117,1,18.4,1,Jadeja,Shivam Mavi,"Shivam Mavi to Jadeja, 1 run",1
1,118,1,18.5,4,Dhoni,Shivam Mavi,"Shivam Mavi to Dhoni, Four runs",4
1,119,1,18.6,0,Dhoni,Shivam Mavi,"Shivam Mavi to Dhoni, no run",0
1,120,1,18.6,7nb,Dhoni,Shivam Mavi,"Shivam Mavi to Dhoni, 7 no ball",7
1,121,1,19.1,1,Jadeja,Russell,"Russell to Jadeja, 1 run",1
1,122,1,19.2,2,Dhoni,Russell,"Russell to Dhoni, 2 runs",2
1,123,1,19.3,4,Dhoni,Russell,"Russell to Dhoni, Four runs",4
1,124,1,19.4,4,Dhoni,Russell,"Russell to Dhoni, Four runs",4
1,125,1,19.5,1,Dhoni,Russell,"Russell to Dhoni, 1 run",1
1,126,1,19.6,6,Jadeja,Russell,"Russell to Jadeja, Six runs",6
1,1,2,0.1,0,Rahane,Tushar Deshpande,"Tushar Deshpande to Rahane, no run",0
1,2,2,0.2,0,Rahane,Tushar Deshpande,"Tushar Deshpande to Rahane, no run",0
1,3,2,0.3,0,Rahane,Tushar Deshpande,"Tushar Deshpande to Rahane, no run",0
1,4,2,0.4,2,Rahane,Tushar Deshpande,"Tushar Deshpande to Rahane, 2 runs",2
1,5,2,0.5,4,Rahane,Tushar Deshpande,"Tushar Deshpande to Rahane, Four runs",4
1,6,2,0.6,0,Rahane,Tushar Deshpande,"Tushar Deshpande to Rahane, no run",0
1,7,2,1.1,2,Venkatesh Iyer,Milne,"Milne to Venkatesh Iyer, 2 runs",2
1,8,2,1.2,0,Venkatesh Iyer,Milne,"Milne to Venkatesh Iyer, no run",0
1,9,2,1.3,0,Venkatesh Iyer,Milne,"Milne to Venkatesh Iyer, no run",0
1,10,2,1.4,0,Venkatesh Iyer,Milne,"Milne to Venkatesh Iyer, no run",0
1,11,2,1.5,0,Venkatesh Iyer,Milne,"Milne to Venkatesh Iyer, no run",0
1,12,2,1.6,0,Venkatesh Iyer,Milne,"Milne to Venkatesh Iyer, no run",0
1,13,2,2.1,0,Rahane,Tushar Deshpande,"Tushar Deshpande to Rahane, no run",0
1,14,2,2.2,0,Rahane,Tushar Deshpande,"Tushar Deshpande to Rahane, no run",0
1,15,2,2.3,1,Rahane,Tushar Deshpande,"Tushar Deshpande to Rahane, 1 run",1
1,16,2,2.4,2,Venkatesh Iyer,Tushar Deshpande,"Tushar Deshpande to Venkatesh Iyer, 2 runs",2
1,17,2,2.5,4,Venkatesh Iyer,Tushar Deshpande,"Tushar Deshpande to Venkatesh Iyer, Four runs",4
1,18,2,2.6,0,Venkatesh Iyer,Tushar Deshpande,"Tushar Deshpande to Venkatesh Iyer, no run",0
1,19,2,3.1,0,Rahane,Milne,"Milne to Rahane, no run",0
1,20,2,3.2,0,Rahane,Milne,"Milne to Rahane, no run",0
1,21,2,3.3,0,Rahane,Milne,"Milne to Rahane, no run",0
1,22,2,3.4,4,Rahane,Milne,"Milne to Rahane, Four runs",4
1,23,2,3.5,0,Rahane,Milne,"Milne to Rahane, no run",0
1,24,2,3.6,6,Rahane,Milne,"Milne to Rahane, Six runs",6
1,25,2,4.1,0,Venkatesh Iyer,Tushar Deshpande,"Tushar Deshpande to Venkatesh Iyer, no run",0
1,26,2,4.2,4,Venkatesh Iyer,Tushar Deshpande,"Tushar Deshpande to Venkatesh Iyer, Four runs",4
1,27,2,4.3,1,Venkatesh Iyer,Tushar Deshpande,"Tushar Deshpande to Venkatesh Iyer, 1 run",1
1,28,2,4.4,0,Rahane,Tushar Deshpande,"Tushar Deshpande to Rahane, no run",0
1,29,2,4.5,4,Rahane,Tushar Deshpande,"Tushar Deshpande to Rahane, Four runs",4
1,30,2,4.6,1,Rahane,Tushar Deshpande,"Tushar Deshpande to Rahane, 1 run",1
1,31,2,5.1,4,Rahane,Santner,"Santner to Rahane, Four runs",4
1,32,2,5.2,1,Rahane,Santner,"Santner to Rahane, 1 run",1
1,33,2,5.3,2,Venkatesh Iyer,Santner,"Santner to Venkatesh Iyer, 2 runs",2
1,34,2,5.4,1,Venkatesh Iyer,Santner,"Santner to Venkatesh Iyer, 1 run",1
1,35,2,5.5,0,Rahane,Santner,"Santner to Rahane, no run",0
1,36,2,5.6,0,Rahane,Santner,"Santner to Rahane, no run",0
1,37,2,6.1,0,Venkatesh Iyer,Dwayne Bravo,"Dwayne Bravo to Venkatesh Iyer, no run",0
1,38,2,6.2,w,Venkatesh Iyer,Dwayne Bravo,"Dwayne Bravo to Venkatesh Iyer, no run Wicket - c Dhoni b Dwayne Bravo batsmen",0
1,39,2,6.3,0,Nitish Rana,Dwayne Bravo,"Dwayne Bravo to Nitish Rana, no run",0
1,40,2,6.4,0,Nitish Rana,Dwayne Bravo,"Dwayne Bravo to Nitish Rana, no run",0
1,41,2,6.5,0,Nitish Rana,Dwayne Bravo,"Dwayne Bravo to Nitish Rana, no run",0
1,42,2,6.6,1,Nitish Rana,Dwayne Bravo,"Dwayne Bravo to Nitish Rana, 1 run",1
1,43,2,7.1,4,Nitish Rana,Shivam Dube,"Shivam Dube to Nitish Rana, Four runs",4
1,44,2,7.2,1,Nitish Rana,Shivam Dube,"Shivam Dube to Nitish Rana, 1 run",1
1,45,2,7.3,1,Rahane,Shivam Dube,"Shivam Dube to Rahane, 1 run",1
1,46,2,7.4,4,Nitish Rana,Shivam Dube,"Shivam Dube to Nitish Rana, Four runs",4
1,47,2,7.5,1b,Nitish Rana,Shivam Dube,"Shivam Dube to Nitish Rana, Four byes",4
1,48,2,7.6,1,Nitish Rana,Shivam Dube,"Shivam Dube to Nitish Rana, 1 run",1
1,49,2,8.1,6,Nitish Rana,Santner,"Santner to Nitish Rana, Six runs",6
1,50,2,8.2,1,Nitish Rana,Santner,"Santner to Nitish Rana, 1 run",1
1,51,2,8.3,1,Rahane,Santner,"Santner to Rahane, 1 run",1
1,52,2,8.4,1,Nitish Rana,Santner,"Santner to Nitish Rana, 1 run",1
1,53,2,8.5,1,Rahane,Santner,"Santner to Rahane, 1 run",1
1,54,2,8.6,1,Nitish Rana,Santner,"Santner to Nitish Rana, 1 run",1
1,55,2,9.1,1,Nitish Rana,Dwayne Bravo,"Dwayne Bravo to Nitish Rana, 1 run",1
1,56,2,9.2,4,Rahane,Dwayne Bravo,"Dwayne Bravo to Rahane, Four runs",4
1,57,2,9.3,1,Rahane,Dwayne Bravo,"Dwayne Bravo to Rahane, 1 run",1
1,58,2,9.4,0,Nitish Rana,Dwayne Bravo,"Dwayne Bravo to Nitish Rana, no run",0
1,59,2,9.5,0,Nitish Rana,Dwayne Bravo,"Dwayne Bravo to Nitish Rana, no run",0
1,60,2,9.6,w,Nitish Rana,Dwayne Bravo,"Dwayne Bravo to Nitish Rana, no run Wicket - c Rayudu b Dwayne Bravo batsmen",0
1,61,2,10.1,0,Rahane,Jadeja,"Jadeja to Rahane, no run",0
1,62,2,10.2,1,Rahane,Jadeja,"Jadeja to Rahane, 1 run",1
1,63,2,10.3,1,Shreyas Iyer,Jadeja,"Jadeja to Shreyas Iyer, 1 run",1
1,64,2,10.4,4,Rahane,Jadeja,"Jadeja to Rahane, Four runs",4
1,65,2,10.5,1,Rahane,Jadeja,"Jadeja to Rahane, 1 run",1
1,66,2,10.6,0,Shreyas Iyer,Jadeja,"Jadeja to Shreyas Iyer, no run",0
1,67,2,11.1,1,Rahane,Santner,"Santner to Rahane, 1 run",1
1,68,2,11.2,1,Shreyas Iyer,Santner,"Santner to Shreyas Iyer, 1 run",1
1,69,2,11.3,2,Rahane,Santner,"Santner to Rahane, 2 runs",2
1,70,2,11.4,w,Rahane,Santner,"Santner to Rahane, no run Wicket - c Jadeja b Santner batsmen",0
1,71,2,11.5,1,Billings,Santner,"Santner to Billings, 1 run",1
1,72,2,11.6,2,Shreyas Iyer,Santner,"Santner to Shreyas Iyer, 2 runs",2
1,73,2,12.1,1,Billings,Jadeja,"Jadeja to Billings, 1 run",1
1,74,2,12.2,1,Shreyas Iyer,Jadeja,"Jadeja to Shreyas Iyer, 1 run",1
1,75,2,12.3,0,Billings,Jadeja,"Jadeja to Billings, no run",0
1,76,2,12.4,0,Billings,Jadeja,"Jadeja to Billings, no run",0
1,77,2,12.5,1,Billings,Jadeja,"Jadeja to Billings, 1 run",1
1,78,2,12.6,0,Shreyas Iyer,Jadeja,"Jadeja to Shreyas Iyer, no run",0
1,79,2,13.1,2,Billings,Santner,"Santner to Billings, 2 runs",2
1,80,2,13.2,0,Billings,Santner,"Santner to Billings, no run",0
1,81,2,13.3,1,Billings,Santner,"Santner to Billings, 1 run",1
1,82,2,13.4,1,Shreyas Iyer,Santner,"Santner to Shreyas Iyer, 1 run",1
1,83,2,13.5,1,Billings,Santner,"Santner to Billings, 1 run",1
1,84,2,13.6,0,Shreyas Iyer,Santner,"Santner to Shreyas Iyer, no run",0
1,85,2,14.1,0,Billings,Jadeja,"Jadeja to Billings, no run",0
1,86,2,14.2,2,Billings,Jadeja,"Jadeja to Billings, 2 runs",2
1,87,2,14.3,1,Billings,Jadeja,"Jadeja to Billings, 1 run",1
1,88,2,14.4,1,Shreyas Iyer,Jadeja,"Jadeja to Shreyas Iyer, 1 run",1
1,89,2,14.5,1,Billings,Jadeja,"Jadeja to Billings, 1 run",1
1,90,2,14.6,1,Shreyas Iyer,Jadeja,"Jadeja to Shreyas Iyer, 1 run",1
1,91,2,15.1,1,Shreyas Iyer,Dwayne Bravo,"Dwayne Bravo to Shreyas Iyer, 1 run",1
1,92,2,15.2,0,Billings,Dwayne Bravo,"Dwayne Bravo to Billings, no run",0
1,93,2,15.3,2,Billings,Dwayne Bravo,"Dwayne Bravo to Billings, 2 runs",2
1,94,2,15.4,4,Billings,Dwayne Bravo,"Dwayne Bravo to Billings, Four runs",4
1,95,2,15.5,1,Billings,Dwayne Bravo,"Dwayne Bravo to Billings, 1 run",1
1,96,2,15.6,1,Shreyas Iyer,Dwayne Bravo,"Dwayne Bravo to Shreyas Iyer, 1 run",1
1,97,2,16.1,1,Shreyas Iyer,Jadeja,"Jadeja to Shreyas Iyer, 1 run",1
1,98,2,16.2,0,Billings,Jadeja,"Jadeja to Billings, no run",0
1,99,2,16.3,6,Billings,Jadeja,"Jadeja to Billings, Six runs",6
1,100,2,16.4,1,Billings,Jadeja,"Jadeja to Billings, 1 run",1
1,101,2,16.5,1,Shreyas Iyer,Jadeja,"Jadeja to Shreyas Iyer, 1 run",1
1,102,2,16.6,0,Billings,Jadeja,"Jadeja to Billings, no run",0
1,103,2,17.1,0,Shreyas Iyer,Dwayne Bravo,"Dwayne Bravo to Shreyas Iyer, no run",0
1,104,2,17.2,1,Shreyas Iyer,Dwayne Bravo,"Dwayne Bravo to Shreyas Iyer, 1 run",1
1,105,2,17.3,w,Billings,Dwayne Bravo,"Dwayne Bravo to Billings, no run Wicket - c Tushar Deshpande b Dwayne Bravo batsmen",0
1,106,2,17.4,1,Jackson,Dwayne Bravo,"Dwayne Bravo to Jackson, 1 run",1
1,107,2,17.5,1,Shreyas Iyer,Dwayne Bravo,"Dwayne Bravo to Shreyas Iyer, 1 run",1
1,108,2,17.6,1,Jackson,Dwayne Bravo,"Dwayne Bravo to Jackson, 1 run",1
1,109,2,18.1,1,Jackson,Milne,"Milne to Jackson, 1 run",1
1,110,2,18.2,2,Shreyas Iyer,Milne,"Milne to Shreyas Iyer, 2 runs",2
1,111,2,18.3,4,Shreyas Iyer,Milne,"Milne to Shreyas Iyer, Four runs",4
2,1,1,0.1,0,Rohit,Thakur,"Thakur to Rohit, no run",0
2,2,1,0.2,0,Rohit,Thakur,"Thakur to Rohit, no run",0
2,3,1,0.3,4,Rohit,Thakur,"Thakur to Rohit, Four runs",4
2,4,1,0.4,0,Rohit,Thakur,"Thakur to Rohit, no run",0
2,5,1,0.5,0,Rohit,Thakur,"Thakur to Rohit, no run",0
2,6,1,0.6,6,Rohit,Thakur,"Thakur to Rohit, Six runs",6
2,7,1,1.1,1,Ishan Kishan,Khaleel Ahmed,"Khaleel Ahmed to Ishan Kishan, 1 run",1
2,8,1,1.2,0,Rohit,Khaleel Ahmed,"Khaleel Ahmed to Rohit, no run",0
2,9,1,1.3,0,Rohit,Khaleel Ahmed,"Khaleel Ahmed to Rohit, no run",0
2,10,1,1.4,1,Rohit,Khaleel Ahmed,"Khaleel Ahmed to Rohit, 1 run",1
2,11,1,1.5,4,Ishan Kishan,Khaleel Ahmed,"Khaleel Ahmed to Ishan Kishan, Four runs",4
2,12,1,1.6,0,Ishan Kishan,Khaleel Ahmed,"Khaleel Ahmed to Ishan Kishan, no run",0
2,13,1,2.1,1,Rohit,Thakur,"Thakur to Rohit, 1 run",1
2,14,1,2.2,0,Ishan Kishan,Thakur,"Thakur to Ishan Kishan, no run",0
2,15,1,2.3,1,Ishan Kishan,Thakur,"Thakur to Ishan Kishan, 1 run",1
2,16,1,2.4,1,Rohit,Thakur,"Thakur to Rohit, 1 run",1
2,17,1,2.5,0,Ishan Kishan,Thakur,"Thakur to Ishan Kishan, no run",0
2,18,1,2.6,6,Ishan Kishan,Thakur,"Thakur to Ishan Kishan, Six runs",6
2,19,1,3.1,1,Rohit,Axar,"Axar to Rohit, 1 run",1
2,20,1,3.2,2,Ishan Kishan,Axar,"Axar to Ishan Kishan, 2 runs",2
2,21,1,3.3,0,Ishan Kishan,Axar,"Axar to Ishan Kishan, no run",0
2,22,1,3.4,0,Ishan Kishan,Axar,"Axar to Ishan Kishan, no run",0
2,23,1,3.5,4,Ishan Kishan,Axar,"Axar to Ishan Kishan, Four runs",4
2,24,1,3.6,0,Ishan Kishan,Axar,"Axar to Ishan Kishan, no run",0
2,25,1,4.1,4,Rohit,K Nagarkoti,"K Nagarkoti to Rohit, Four runs",4
2,26,1,4.2,0,Rohit,K Nagarkoti,"K Nagarkoti to Rohit, no run",0
2,27,1,4.3,6,Rohit,K Nagarkoti,"K Nagarkoti to Rohit, Six runs",6
2,28,1,4.4,1wd,Rohit,K Nagarkoti,"K Nagarkoti to Rohit, 1 wide",1
2,29,1,4.4,0,Rohit,K Nagarkoti,"K Nagarkoti to Rohit, no run",0
2,30,1,4.5,1,Rohit,K Nagarkoti,"K Nagarkoti to Rohit, 1 run",1
2,31,1,4.6,4,Ishan Kishan,K Nagarkoti,"K Nagarkoti to Ishan Kishan, Four runs",4
2,32,1,5.1,0,Rohit,Khaleel Ahmed,"Khaleel Ahmed to Rohit, no run",0
2,33,1,5.2,0,Rohit,Khaleel Ahmed,"Khaleel Ahmed to Rohit, no run",0
2,34,1,5.3,0,Rohit,Khaleel Ahmed,"Khaleel Ahmed to Rohit, no run",0
2,35,1,5.4,0,Rohit,Khaleel Ahmed,"Khaleel Ahmed to Rohit, no run",0
2,36,1,5.5,4,Rohit,Khaleel Ahmed,"Khaleel Ahmed to Rohit, Four runs",4
2,37,1,5.6,1,Rohit,Khaleel Ahmed,"Khaleel Ahmed to Rohit, 1 run",1
2,38,1,6.1,1,Rohit,Kuldeep Yadav,"Kuldeep Yadav to Rohit, 1 run",1
2,39,1,6.2,1,Ishan Kishan,Kuldeep Yadav,"Kuldeep Yadav to Ishan Kishan, 1 run",1
2,40,1,6.3,0,Rohit,Kuldeep Yadav,"Kuldeep Yadav to Rohit, no run",0
2,41,1,6.4,1,Rohit,Kuldeep Yadav,"Kuldeep Yadav to Rohit, 1 run",1
2,42,1,6.5,0,Ishan Kishan,Kuldeep Yadav,"Kuldeep Yadav to Ishan Kishan, no run",0
2,43,1,6.6,0,Ishan Kishan,Kuldeep Yadav,"Kuldeep Yadav to Ishan Kishan, no run",0
2,44,1,7.1,1,Rohit,Axar,"Axar to Rohit, 1 run",1
2,45,1,7.2,1,Ishan Kishan,Axar,"Axar to Ishan Kishan, 1 run",1
2,46,1,7.3,1,Rohit,Axar,"Axar to Rohit, 1 run",1
2,47,1,7.4,1,Ishan Kishan,Axar,"Axar to Ishan Kishan, 1 run",1
2,48,1,7.5,4,Rohit,Axar,"Axar to Rohit, Four runs",4
2,49,1,7.6,1,Rohit,Axar,"Axar to Rohit, 1 run",1
2,50,1,8.1,2,Rohit,Kuldeep Yadav,"Kuldeep Yadav to Rohit, 2 runs",2
2,51,1,8.2,w,Rohit,Kuldeep Yadav,"Kuldeep Yadav to Rohit, no run Wicket - c Powell b Kuldeep Yadav batsmen",0
2,52,1,8.3,0,Anmolpreet Singh,Kuldeep Yadav,"Kuldeep Yadav to Anmolpreet Singh, no run",0
2,53,1,8.4,1,Anmolpreet Singh,Kuldeep Yadav,"Kuldeep Yadav to Anmolpreet Singh, 1 run",1
2,54,1,8.5,1,Ishan Kishan,Kuldeep Yadav,"Kuldeep Yadav to Ishan Kishan, 1 run",1
2,55,1,8.6,0,Anmolpreet Singh,Kuldeep Yadav,"Kuldeep Yadav to Anmolpreet Singh, no run",0
2,56,1,9.1,1,Ishan Kishan,Axar,"Axar to Ishan Kishan, 1 run",1
